,ID,testfold,validationfold,exp_mean_loss,loss,accuracy,time
0,IR5,1,1,0.665419444,0.6877655386924744,0.7667999863624573,853.6020438671112
1,IR5,2,1,0.665419444,0.6804904937744141,0.7709000110626221,858.7723472118378
2,IR5,3,1,0.665419444,0.6872903108596802,0.7656999826431274,770.4870760440826
3,IR5,4,1,0.665419444,0.7086580991744995,0.7628999948501587,826.343569278717
4,IR5,5,1,0.665419444,0.6741477251052856,0.7710999846458435,739.841304063797
5,IR5,1,2,0.665419444,0.6849778294563293,0.7678999900817871,892.2971189022064
6,IR5,2,2,0.665419444,0.691173791885376,0.7659000158309937,785.8886823654175
7,IR5,3,2,0.665419444,0.6714094281196594,0.7738999724388123,750.6009049415588
8,IR5,4,2,0.665419444,0.6897292733192444,0.7680000066757202,904.3769738674164
9,IR5,5,2,0.665419444,0.6654304265975952,0.7735000252723694,897.9622437953949
10,IR5,1,3,0.665419444,0.6920914649963379,0.7692999839782715,808.9343636035919
11,IR5,2,3,0.665419444,0.7104836702346802,0.7621999979019165,872.1222560405731
12,IR5,3,3,0.665419444,0.7130094766616821,0.7617999911308289,813.4779357910156
13,IR5,4,3,0.665419444,0.6926653981208801,0.7689999938011169,773.1717224121094
14,IR5,5,3,0.665419444,0.6846043467521667,0.7684999704360962,888.998899936676
15,IR5,1,4,0.665419444,0.7074486613273621,0.7590000033378601,839.4982397556305
16,IR5,2,4,0.665419444,0.6974852681159973,0.7648000121116638,859.9557685852051
17,IR5,3,4,0.665419444,0.6871197819709778,0.7674999833106995,960.5348057746887
18,IR5,4,4,0.665419444,0.7053460478782654,0.7633000016212463,696.8275573253632
19,IR5,5,4,0.665419444,0.6988553404808044,0.7616999745368958,890.6260652542114
20,IR5,1,5,0.665419444,0.7099338173866272,0.7678999900817871,1018.6491661071777
21,IR5,2,5,0.665419444,0.6937092542648315,0.7674999833106995,870.97230219841
22,IR5,3,5,0.665419444,0.7003228068351746,0.7694000005722046,841.9491789340973
23,IR5,4,5,0.665419444,0.6905437111854553,0.7649999856948853,870.8644235134125
24,IR5,5,5,0.665419444,0.6824249625205994,0.7720999717712402,920.2585959434509
25,IR5,1,6,0.665419444,0.7020618915557861,0.7610999941825867,826.852356672287
26,IR5,2,6,0.665419444,0.7120553255081177,0.7563999891281128,757.3490610122681
27,IR5,3,6,0.665419444,0.7072305679321289,0.7602999806404114,823.5378711223602
28,IR5,4,6,0.665419444,0.7083063721656799,0.7623000144958496,840.9860858917236
