,ID,testfold,validationfold,exp_mean_loss,loss,accuracy,time
0,IR1,1,1,0.621854737,0.708689272403717,0.7943000197410583,181.30275774002075
1,IR1,2,1,0.621854737,0.6592816114425659,0.8130999803543091,170.2776653766632
2,IR1,3,1,0.621854737,0.6598060131072998,0.8036999702453613,156.06590938568115
3,IR1,4,1,0.621854737,0.6796270608901978,0.8083000183105469,168.40604257583618
4,IR1,5,1,0.621854737,0.7071749567985535,0.8030999898910522,172.774240732193
5,IR1,1,2,0.621854737,0.6561249494552612,0.7986000180244446,158.45855975151062
6,IR1,2,2,0.621854737,0.746038019657135,0.79339998960495,178.93647837638855
7,IR1,3,2,0.621854737,0.7247739434242249,0.7943999767303467,166.1344895362854
8,IR1,4,2,0.621854737,0.6542086005210876,0.8051999807357788,151.60234022140503
9,IR1,5,2,0.621854737,0.7016435265541077,0.796999990940094,164.86364078521729
10,IR1,1,3,0.621854737,0.7340947389602661,0.7955999970436096,165.70167231559753
11,IR1,2,3,0.621854737,0.7332538366317749,0.7990999817848206,179.56813430786133
12,IR1,3,3,0.621854737,0.6666479110717773,0.8043000102043152,165.54374051094055
13,IR1,4,3,0.621854737,0.6972341537475586,0.7900999784469604,151.7339849472046
14,IR1,5,3,0.621854737,0.7016474008560181,0.8062999844551086,174.2487223148346
15,IR1,1,4,0.621854737,0.6637856364250183,0.8118000030517578,175.63714814186096
16,IR1,2,4,0.621854737,0.7132543921470642,0.804099977016449,186.64024090766907
17,IR1,3,4,0.621854737,0.6978898644447327,0.8062999844551086,193.92894434928894
18,IR1,4,4,0.621854737,0.6859253644943237,0.7997999787330627,165.15281891822815
19,IR1,5,4,0.621854737,0.6716323494911194,0.8104000091552734,178.18865251541138
20,IR1,1,5,0.621854737,0.6617562174797058,0.8183000087738037,205.78020596504211
21,IR1,2,5,0.621854737,0.6970999240875244,0.808899998664856,192.99360275268555
22,IR1,3,5,0.621854737,0.6967204809188843,0.792900025844574,162.46139454841614
23,IR1,4,5,0.621854737,0.7217574119567871,0.7864999771118164,150.60665202140808
24,IR1,5,5,0.621854737,0.6813141107559204,0.8077999949455261,174.02096843719482
25,IR1,1,6,0.621854737,0.6918271780014038,0.8041999936103821,182.23198318481445
26,IR1,2,6,0.621854737,0.6769757270812988,0.8151999711990356,174.1884093284607
27,IR1,3,6,0.621854737,0.6894035935401917,0.7998999953269958,146.38643741607666
28,IR1,4,6,0.621854737,0.6809751391410828,0.7979000210762024,157.82040071487427
29,IR1,5,6,0.621854737,0.721259355545044,0.8030999898910522,181.66147232055664
30,IR2,1,1,0.657737279,0.7045972347259521,0.7799000144004822,85.56621193885803
31,IR2,2,1,0.657737279,0.7833094000816345,0.7734000086784363,94.04219341278076
32,IR2,3,1,0.657737279,0.7932949662208557,0.7662000060081482,93.24948954582214
33,IR2,4,1,0.657737279,0.8494096398353577,0.7717999815940857,99.697594165802
34,IR2,5,1,0.657737279,0.756056010723114,0.7821000218391418,105.44067168235779
35,IR2,1,2,0.657737279,0.9132375121116638,0.7287999987602234,76.0231065750122
36,IR2,2,2,0.657737279,0.7839629650115967,0.7771999835968018,86.39962816238403
37,IR2,3,2,0.657737279,0.7591424584388733,0.7756999731063843,81.77103352546692
38,IR2,4,2,0.657737279,0.9217725396156311,0.7633000016212463,99.45775723457336
39,IR2,5,2,0.657737279,0.7309696078300476,0.7699000239372253,75.75625872612
40,IR2,1,3,0.657737279,0.6888176798820496,0.7872999906539917,81.79629468917847
41,IR2,2,3,0.657737279,0.7685729265213013,0.7802000045776367,91.89885330200195
42,IR2,3,3,0.657737279,0.8296648263931274,0.7774999737739563,99.23888564109802
43,IR2,4,3,0.657737279,0.70223069190979,0.7857999801635742,87.73892736434937
44,IR2,5,3,0.657737279,0.8009204864501953,0.7738999724388123,93.63005757331848
45,IR2,1,4,0.657737279,0.8006638288497925,0.7674000263214111,97.90663194656372
46,IR2,2,4,0.657737279,0.740226686000824,0.7717999815940857,69.84815669059753
47,IR2,3,4,0.657737279,0.7469258904457092,0.7773000001907349,92.32278037071228
48,IR2,4,4,0.657737279,0.7832605838775635,0.7777000069618225,93.42226791381836
49,IR2,5,4,0.657737279,0.8497208952903748,0.7667999863624573,99.58189272880554
50,IR2,1,5,0.657737279,0.7664369344711304,0.7728999853134155,92.47189521789551
51,IR2,2,5,0.657737279,0.684165358543396,0.7889000177383423,82.13720750808716
52,IR2,3,5,0.657737279,0.7809340357780457,0.7831000089645386,111.0772066116333
53,IR2,4,5,0.657737279,0.747326135635376,0.7906000018119812,93.03177881240845
54,IR2,5,5,0.657737279,0.7684860825538635,0.7784000039100647,93.02707195281982
55,IR2,1,6,0.657737279,0.7658886313438416,0.7753999829292297,99.20620131492615
56,IR2,2,6,0.657737279,0.7728410363197327,0.7792999744415283,99.34812068939209
57,IR2,3,6,0.657737279,0.691807210445404,0.7861999869346619,81.69446682929993
58,IR2,4,6,0.657737279,0.7490878701210022,0.7886000275611877,109.4586706161499
59,IR2,5,6,0.657737279,0.8212963938713074,0.7685999870300293,109.13248705863953
60,IR3,1,1,0.682986116,0.7161688208580017,0.7678999900817871,283.6965925693512
61,IR3,2,1,0.682986116,0.7487421631813049,0.7648000121116638,300.04458379745483
62,IR3,3,1,0.682986116,0.7323387861251831,0.7667999863624573,336.92139983177185
63,IR3,4,1,0.682986116,0.7618406414985657,0.7592999935150146,303.176096200943
64,IR3,5,1,0.682986116,0.71114182472229,0.7682999968528748,275.2713043689728
65,IR3,1,2,0.682986116,0.7280265688896179,0.7638000249862671,262.4740345478058
66,IR3,2,2,0.682986116,0.7310389876365662,0.7591000199317932,260.77524638175964
67,IR3,3,2,0.682986116,0.726460874080658,0.7560999989509583,250.12927627563477
68,IR3,4,2,0.682986116,0.7099345922470093,0.7674999833106995,261.3296175003052
69,IR3,5,2,0.682986116,0.7007530927658081,0.7702000141143799,259.52435326576233
70,IR3,1,3,0.682986116,0.7338202595710754,0.7638000249862671,246.06465435028076
71,IR3,2,3,0.682986116,0.7635337114334106,0.7534999847412109,284.5342495441437
72,IR3,3,3,0.682986116,0.7498249411582947,0.7570000290870667,272.56935930252075
73,IR3,4,3,0.682986116,0.7760762572288513,0.7562000155448914,297.2999668121338
74,IR3,5,3,0.682986116,0.7675050497055054,0.7599999904632568,282.8823137283325
75,IR3,1,4,0.682986116,0.6992901563644409,0.7742000222206116,258.70467233657837
76,IR3,2,4,0.682986116,0.7234272360801697,0.7731000185012817,297.72085428237915
77,IR3,3,4,0.682986116,0.7081964612007141,0.7667999863624573,221.06420159339905
78,IR3,4,4,0.682986116,0.7342574000358582,0.7732999920845032,285.07909512519836
79,IR3,5,4,0.682986116,0.710546612739563,0.7712000012397766,295.7397129535675
80,IR3,1,5,0.682986116,0.7420855760574341,0.7621999979019165,279.65139389038086
81,IR3,2,5,0.682986116,0.7366546988487244,0.7684000134468079,309.0323886871338
82,IR3,3,5,0.682986116,0.7620342969894409,0.7699000239372253,337.36962604522705
83,IR3,4,5,0.682986116,0.8185902833938599,0.7656000256538391,348.95886850357056
84,IR3,5,5,0.682986116,0.7536928057670593,0.767300009727478,295.93101477622986
85,IR3,1,6,0.682986116,0.7323064804077148,0.7656999826431274,260.9548182487488
86,IR3,2,6,0.682986116,0.6874825358390808,0.7766000032424927,273.7420611381531
87,IR3,3,6,0.682986116,0.7712260484695435,0.7688999772071838,337.3548228740692
88,IR3,4,6,0.682986116,0.7639208436012268,0.7559000253677368,273.2960958480835
89,IR3,5,6,0.682986116,0.702157735824585,0.7692999839782715,260.5617163181305
90,IR4,1,1,0.748134768,0.8143328428268433,0.7411999702453613,106.9435544013977
91,IR4,2,1,0.748134768,0.8504335880279541,0.7310000061988831,95.70696449279785
92,IR4,3,1,0.748134768,0.845977246761322,0.7383999824523926,114.18741059303284
93,IR4,4,1,0.748134768,0.779924213886261,0.7394000291824341,90.48460626602173
94,IR4,5,1,0.748134768,0.8315152525901794,0.7318999767303467,94.40613055229187
95,IR4,1,2,0.748134768,0.8020055294036865,0.7401999831199646,95.17089247703552
96,IR4,2,2,0.748134768,0.8110191226005554,0.7343999743461609,100.07401013374329
97,IR4,3,2,0.748134768,0.8207166194915771,0.7264000177383423,86.44704866409302
98,IR4,4,2,0.748134768,0.8298496007919312,0.7311999797821045,98.73196864128113
99,IR4,5,2,0.748134768,0.8276468515396118,0.7379999756813049,104.74420356750488
100,IR4,1,3,0.748134768,0.7983521819114685,0.742900013923645,100.41821384429932
101,IR4,2,3,0.748134768,0.8306367993354797,0.7319999933242798,105.40005159378052
102,IR4,3,3,0.748134768,0.8065926432609558,0.7325000166893005,86.08763289451599
103,IR4,4,3,0.748134768,0.8100838661193848,0.7371000051498413,95.6559510231018
104,IR4,5,3,0.748134768,0.8085708618164062,0.7373999953269958,95.27852010726929
105,IR4,1,4,0.748134768,0.8363034129142761,0.7265999913215637,90.93678164482117
106,IR4,2,4,0.748134768,0.8282551765441895,0.7396000027656555,104.74135136604309
107,IR4,3,4,0.748134768,0.7846559882164001,0.741599977016449,104.16525483131409
108,IR4,4,4,0.748134768,0.8063690662384033,0.73580002784729,95.68606233596802
109,IR4,5,4,0.748134768,0.8241135478019714,0.7416999936103821,111.97367405891418
110,IR4,1,5,0.748134768,0.8112809658050537,0.7369999885559082,105.81520867347717
111,IR4,2,5,0.748134768,0.786230742931366,0.7343000173568726,91.42924904823303
112,IR4,3,5,0.748134768,0.82460618019104,0.7372000217437744,106.77846813201904
113,IR4,4,5,0.748134768,0.8069990873336792,0.7426999807357788,103.11721706390381
114,IR4,5,5,0.748134768,0.8218640685081482,0.7365000247955322,100.07291460037231
115,IR4,1,6,0.748134768,0.7850526571273804,0.7405999898910522,85.96340489387512
116,IR4,2,6,0.748134768,0.8336169719696045,0.7350999712944031,96.62283420562744
117,IR4,3,6,0.748134768,0.8220009803771973,0.7402999997138977,95.46291923522949
118,IR4,4,6,0.748134768,0.8100025057792664,0.7394999861717224,95.39541101455688
119,IR4,5,6,0.748134768,0.7853373289108276,0.7421000003814697,84.91327500343323
0,OP1,1,1,0.586003125,0.6482661962509155,0.7925999760627747,381.9627571105957
1,OP1,2,1,0.586003125,0.6262810826301575,0.7918000221252441,347.63924503326416
2,OP1,3,1,0.586003125,0.6210188269615173,0.7990999817848206,390.86908507347107
3,OP1,4,1,0.586003125,0.6283041834831238,0.7930999994277954,348.21453881263733
4,OP1,5,1,0.586003125,0.6971490979194641,0.7630000114440918,210.28712010383606
5,OP1,1,2,0.586003125,0.6330490708351135,0.7843000292778015,266.43977212905884
6,OP1,2,2,0.586003125,0.608471155166626,0.7993999719619751,349.7588543891907
7,OP1,3,2,0.586003125,0.6312256455421448,0.7853999733924866,270.07071828842163
8,OP1,4,2,0.586003125,0.6243487596511841,0.7860000133514404,257.3770327568054
9,OP1,5,2,0.586003125,0.6349357962608337,0.7900999784469604,345.72546458244324
10,OP1,1,3,0.586003125,0.6690005660057068,0.7710000276565552,256.8885133266449
11,OP1,2,3,0.586003125,0.6444966197013855,0.78329998254776,342.2998471260071
