,number,value,datetime_start,datetime_complete,duration,params_batchind,params_batchnormalization,params_batchnormalization0,params_batchnormalization1,params_batchnormalization2,params_batchnormalization3,params_batchnormalization4,params_batchnormalization5,params_batchnormalization6,params_dropout,params_epochs,params_filtersind0,params_filtersind1,params_filtersind2,params_filtersind3,params_filtersind4,params_filtersind5,params_filtersind6,params_kernel_size0,params_kernel_size1,params_kernel_size2,params_kernel_size3,params_kernel_size4,params_kernel_size5,params_kernel_size6,params_learnind,params_maxpooling,params_maxpooling0,params_maxpooling1,params_maxpooling2,params_maxpooling3,params_maxpooling4,params_maxpooling5,params_maxpooling6,params_n_conv_layers,params_n_dense_layers,params_num_hidden_neurons0,params_num_hidden_neurons1,state
93,93,0.7197403311729431,2024-09-19 21:38:30.347277,2024-09-19 22:03:36.235041,0 days 00:25:05.887764,8,False,False,False,,,,,,0.48,279,8.0,6.0,,,,,,11.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
94,94,0.7062914967536926,2024-09-19 21:48:52.810240,2024-09-19 22:12:01.341434,0 days 00:23:08.531194,8,False,False,False,,,,,,0.46,278,8.0,6.0,,,,,,11.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
95,95,0.6335299611091614,2024-09-19 22:03:36.251053,2024-09-19 22:27:23.034695,0 days 00:23:46.783642,8,False,False,False,,,,,,0.5,279,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
96,96,0.6397768259048462,2024-09-19 22:12:01.341434,2024-09-19 22:34:54.492384,0 days 00:22:53.150950,8,False,False,False,,,,,,0.44,256,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
97,97,0.6302733421325684,2024-09-19 22:27:23.050303,2024-09-19 22:51:51.463768,0 days 00:24:28.413465,8,False,False,False,,,,,,0.49,284,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
98,98,0.9435596466064453,2024-09-19 22:34:54.509123,2024-09-19 22:38:42.662980,0 days 00:03:48.153857,7,False,False,False,True,,,,,0.5,259,8.0,6.0,8.0,,,,,3.0,3.0,3.0,,,,,4,True,True,True,False,,,,,4,1,,,COMPLETE
99,99,0.6213619112968445,2024-09-19 22:38:42.678996,2024-09-19 23:04:03.272462,0 days 00:25:20.593466,8,False,False,False,,,,,,0.41000000000000003,283,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
100,100,0.6291109919548035,2024-09-19 22:51:51.472804,2024-09-19 23:13:14.712510,0 days 00:21:23.239706,8,False,False,False,,,,,,0.43,255,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
101,101,0.6492628455162048,2024-09-19 23:04:03.292359,2024-09-19 23:26:51.872945,0 days 00:22:48.580586,8,False,False,False,,,,,,0.42,254,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
102,102,0.6489750146865845,2024-09-19 23:13:14.733612,2024-09-19 23:35:55.050361,0 days 00:22:40.316749,8,False,False,False,,,,,,0.48,254,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
103,103,0.6341944932937622,2024-09-19 23:26:51.876938,2024-09-19 23:49:54.518051,0 days 00:23:02.641113,8,False,False,False,,,,,,0.43,274,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
104,104,0.6400608420372009,2024-09-19 23:35:55.065690,2024-09-19 23:56:08.690333,0 days 00:20:13.624643,8,False,False,False,,,,,,0.43,252,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
105,105,0.6306832432746887,2024-09-19 23:49:54.533989,2024-09-20 00:13:10.038504,0 days 00:23:15.504515,8,False,False,False,,,,,,0.43,253,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
106,106,0.8114585280418396,2024-09-19 23:56:08.699404,2024-09-19 23:59:08.872458,0 days 00:03:00.173054,8,False,False,False,True,,,,,0.43,238,8.0,6.0,8.0,,,,,3.0,3.0,9.0,,,,,4,True,True,True,False,,,,,4,1,,,COMPLETE
107,107,0.6397775411605835,2024-09-19 23:59:08.878649,2024-09-20 00:22:01.198262,0 days 00:22:52.319613,8,False,False,False,,,,,,0.48,254,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
108,108,0.8769199252128601,2024-09-20 00:13:10.054308,2024-09-20 00:17:08.962281,0 days 00:03:58.907973,8,False,False,False,True,,,,,0.48,255,8.0,6.0,7.0,,,,,3.0,3.0,3.0,,,,,4,True,True,True,False,,,,,4,1,,,COMPLETE
109,109,0.6316716074943542,2024-09-20 00:17:08.962281,2024-09-20 00:21:46.714256,0 days 00:04:37.751975,8,False,False,False,,,,,,0.48,239,8.0,6.0,,,,,,3.0,3.0,,,,,,3,True,True,True,,,,,,3,1,,,COMPLETE
110,110,0.6545673608779907,2024-09-20 00:21:46.729931,2024-09-20 00:26:23.613907,0 days 00:04:36.883976,8,False,False,False,,,,,,0.48,240,8.0,6.0,,,,,,3.0,3.0,,,,,,3,True,True,True,,,,,,3,1,,,COMPLETE
111,111,0.6703922748565674,2024-09-20 00:22:01.214899,2024-09-20 00:26:30.402909,0 days 00:04:29.188010,7,False,False,False,,,,,,0.44,239,8.0,6.0,,,,,,3.0,3.0,,,,,,3,True,True,True,,,,,,3,1,,,COMPLETE
112,112,1.1773029565811157,2024-09-20 00:26:23.629634,2024-09-20 00:34:56.793378,0 days 00:08:33.163744,8,False,False,False,,,,,,0.45,285,8.0,6.0,,,,,,3.0,3.0,,,,,,2,True,True,True,,,,,,3,1,,,COMPLETE
113,113,0.6451432108879089,2024-09-20 00:26:30.409914,2024-09-20 00:48:34.321350,0 days 00:22:03.911436,8,False,False,False,,,,,,0.47000000000000003,286,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
114,114,0.6474342346191406,2024-09-20 00:34:56.802026,2024-09-20 00:56:38.975077,0 days 00:21:42.173051,8,False,False,False,,,,,,0.47000000000000003,251,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
115,115,0.8763395547866821,2024-09-20 00:48:34.331346,2024-09-20 00:52:48.296397,0 days 00:04:13.965051,8,False,False,False,,,,,,0.49,47,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
116,116,0.6492890119552612,2024-09-20 00:52:48.304970,2024-09-20 01:18:29.014593,0 days 00:25:40.709623,8,False,False,False,,,,,,0.46,287,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
117,117,1.0284030437469482,2024-09-20 00:56:38.975077,2024-09-20 01:01:00.104350,0 days 00:04:21.129273,7,False,False,False,True,,,,,0.46,287,8.0,6.0,8.0,,,,,3.0,3.0,9.0,,,,,4,True,True,True,False,,,,,4,1,,,COMPLETE
118,118,0.6254843473434448,2024-09-20 01:01:00.121995,2024-09-20 01:27:59.406885,0 days 00:26:59.284890,8,False,False,False,,,,,,0.44,283,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
119,119,0.7175372242927551,2024-09-20 01:18:29.014593,2024-09-20 01:29:30.587929,0 days 00:11:01.573336,8,False,False,False,,,,,,0.44,270,8.0,6.0,,,,,,3.0,9.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
120,120,0.7725822329521179,2024-09-20 01:27:59.422459,2024-09-20 01:32:16.129576,0 days 00:04:16.707117,8,False,False,False,True,,,,,0.44,272,8.0,6.0,6.0,,,,,3.0,3.0,3.0,,,,,4,True,True,True,False,,,,,4,1,,,COMPLETE
121,121,0.8133040070533752,2024-09-20 01:29:30.594913,2024-09-20 01:33:34.858183,0 days 00:04:04.263270,8,False,False,False,True,,,,,0.43,274,8.0,6.0,6.0,,,,,3.0,3.0,3.0,,,,,4,True,True,True,False,,,,,4,1,,,COMPLETE
122,122,0.6202561259269714,2024-09-20 01:32:16.145508,2024-09-20 01:58:50.589718,0 days 00:26:34.444210,8,False,False,False,,,,,,0.49,300,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
123,123,0.6407882571220398,2024-09-20 01:33:34.874011,2024-09-20 01:57:12.562499,0 days 00:23:37.688488,8,False,False,False,,,,,,0.49,299,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
124,124,0.6406546831130981,2024-09-20 01:57:12.583664,2024-09-20 02:25:19.966062,0 days 00:28:07.382398,8,False,False,False,,,,,,0.49,298,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
125,125,0.6489102244377136,2024-09-20 01:58:50.598741,2024-09-20 02:21:57.164973,0 days 00:23:06.566232,8,False,False,False,,,,,,0.45,247,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
126,126,0.6446790099143982,2024-09-20 02:21:57.173624,2024-09-20 02:46:57.978792,0 days 00:25:00.805168,8,False,False,False,,,,,,0.49,284,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
127,127,0.7526445388793945,2024-09-20 02:25:19.975400,2024-09-20 02:34:44.936767,0 days 00:09:24.961367,7,False,False,False,,,,,,0.41000000000000003,284,8.0,6.0,,,,,,3.0,11.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
128,128,0.6306941509246826,2024-09-20 02:34:44.952849,2024-09-20 02:58:53.936947,0 days 00:24:08.984098,8,False,False,False,,,,,,0.47000000000000003,257,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
129,129,0.6276571750640869,2024-09-20 02:46:57.994830,2024-09-20 03:09:54.442690,0 days 00:22:56.447860,8,False,False,False,,,,,,0.43,256,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
130,130,0.9995756149291992,2024-09-20 02:58:53.943866,2024-09-20 03:01:08.746901,0 days 00:02:14.803035,8,False,True,False,,,,,,0.47000000000000003,275,8.0,6.0,,,,,,3.0,7.0,,,,,,3,True,True,True,,,,,,3,1,,,COMPLETE
131,131,0.6159079074859619,2024-09-20 03:01:08.773122,2024-09-20 03:24:02.099998,0 days 00:22:53.326876,7,False,False,False,,,,,,0.47000000000000003,234,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
132,132,0.6394137144088745,2024-09-20 03:09:54.454329,2024-09-20 03:28:58.155718,0 days 00:19:03.701389,8,False,False,False,,,,,,0.47000000000000003,258,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
133,133,0.6219099164009094,2024-09-20 03:24:02.115426,2024-09-20 03:43:29.505752,0 days 00:19:27.390326,7,False,False,False,,,,,,0.45,234,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
134,134,0.6316617727279663,2024-09-20 03:28:58.171547,2024-09-20 03:45:42.584320,0 days 00:16:44.412773,7,False,False,False,,,,,,0.45,246,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
135,135,0.6248401403427124,2024-09-20 03:43:29.524933,2024-09-20 04:03:39.281704,0 days 00:20:09.756771,7,False,False,False,,,,,,0.45,206,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
136,136,0.6202148199081421,2024-09-20 03:45:42.600100,2024-09-20 04:06:22.910935,0 days 00:20:40.310835,7,False,False,False,,,,,,0.45,233,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
137,137,0.6377614140510559,2024-09-20 04:03:39.297580,2024-09-20 04:20:11.666117,0 days 00:16:32.368537,7,False,False,False,,,,,,0.41000000000000003,214,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
138,138,0.6414874792098999,2024-09-20 04:06:22.928435,2024-09-20 04:25:29.310304,0 days 00:19:06.381869,7,False,False,False,,,,,,0.45,233,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
139,139,0.6892796158790588,2024-09-20 04:20:11.666117,2024-09-20 04:30:15.380019,0 days 00:10:03.713902,7,False,False,False,,,,,,0.45,234,8.0,6.0,,,,,,3.0,9.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
140,140,1.4502501487731934,2024-09-20 04:25:29.332231,2024-09-20 04:28:21.465800,0 days 00:02:52.133569,7,False,False,False,True,,,,,0.46,208,8.0,6.0,8.0,,,,,3.0,9.0,9.0,,,,,4,True,True,True,False,,,,,4,1,,,COMPLETE
141,141,0.6318641901016235,2024-09-20 04:28:21.488620,2024-09-20 04:48:46.088488,0 days 00:20:24.599868,6,False,False,False,,,,,,0.4,227,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
142,142,0.6160644292831421,2024-09-20 04:30:15.394008,2024-09-20 04:51:01.937217,0 days 00:20:46.543209,6,False,False,False,,,,,,0.42,200,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
143,143,0.6309241056442261,2024-09-20 04:48:46.109705,2024-09-20 05:06:43.374965,0 days 00:17:57.265260,7,False,False,False,,,,,,0.42,241,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
144,144,0.6141545176506042,2024-09-20 04:51:01.953194,2024-09-20 05:13:12.377735,0 days 00:22:10.424541,6,False,False,False,,,,,,0.42,202,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
145,145,0.6337531208992004,2024-09-20 05:06:43.394741,2024-09-20 05:30:32.331015,0 days 00:23:48.936274,6,False,False,False,,,,,,0.42,206,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
146,146,0.6285261511802673,2024-09-20 05:13:12.393602,2024-09-20 05:32:52.741050,0 days 00:19:40.347448,6,False,False,False,,,,,,0.4,199,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
147,147,0.6284580826759338,2024-09-20 05:30:32.346037,2024-09-20 05:48:18.565330,0 days 00:17:46.219293,6,False,False,False,,,,,,0.43,187,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
148,148,0.773505687713623,2024-09-20 05:32:52.741050,2024-09-20 05:44:52.023046,0 days 00:11:59.281996,6,False,False,,,,,,,0.4,198,8.0,,,,,,,3.0,,,,,,,4,True,True,,,,,,,2,1,,,COMPLETE
149,149,0.7103585600852966,2024-09-20 05:44:52.038327,2024-09-20 05:52:59.429927,0 days 00:08:07.391600,6,False,True,False,,,,,,0.43,191,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
150,150,0.6769164800643921,2024-09-20 05:48:18.580215,2024-09-20 05:55:09.201106,0 days 00:06:50.620891,6,False,True,False,,,,,,0.41000000000000003,192,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
151,151,1.4237698316574097,2024-09-20 05:52:59.446820,2024-09-20 05:56:30.967649,0 days 00:03:31.520829,6,False,False,False,True,,,,,0.4,184,8.0,6.0,7.0,,,,,3.0,11.0,11.0,,,,,4,True,True,True,False,,,,,4,1,,,COMPLETE
152,152,0.6155118346214294,2024-09-20 05:55:09.216756,2024-09-20 06:15:32.350242,0 days 00:20:23.133486,6,False,False,False,,,,,,0.43,218,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
153,153,0.6228596568107605,2024-09-20 05:56:30.983598,2024-09-20 06:19:51.499805,0 days 00:23:20.516207,6,False,False,False,,,,,,0.44,216,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
154,154,0.6148558855056763,2024-09-20 06:15:32.362643,2024-09-20 06:43:22.400226,0 days 00:27:50.037583,6,False,False,False,,,,,,0.44,219,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
155,155,0.6575310826301575,2024-09-20 06:19:51.516185,2024-09-20 06:33:27.110183,0 days 00:13:35.593998,6,False,False,False,,,,,,0.42,215,8.0,6.0,,,,,,7.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
156,156,0.6187513470649719,2024-09-20 06:33:27.126222,2024-09-20 06:53:14.955768,0 days 00:19:47.829546,6,False,False,False,,,,,,0.44,203,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
157,157,0.6310116052627563,2024-09-20 06:43:22.400226,2024-09-20 07:04:42.313465,0 days 00:21:19.913239,6,False,False,False,,,,,,0.44,201,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
158,158,0.6689687967300415,2024-09-20 06:53:14.976417,2024-09-20 07:27:11.827352,0 days 00:33:56.850935,5,False,False,False,,,,,,0.44,203,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
159,159,0.6916911005973816,2024-09-20 07:04:42.335166,2024-09-20 07:17:39.882941,0 days 00:12:57.547775,6,False,False,False,,,,,,0.44,223,8.0,6.0,,,,,,3.0,7.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
160,160,0.7405937910079956,2024-09-20 07:17:39.898979,2024-09-20 07:31:36.861961,0 days 00:13:56.962982,6,False,False,,,,,,,0.46,217,8.0,,,,,,,9.0,,,,,,,4,True,True,,,,,,,2,1,,,COMPLETE
161,161,0.8338733315467834,2024-09-20 07:27:11.827352,2024-09-20 07:38:25.829745,0 days 00:11:14.002393,6,False,False,,,,,,,0.46,219,8.0,,,,,,,3.0,,,,,,,4,True,False,,,,,,,2,1,,,COMPLETE
162,162,0.6274247765541077,2024-09-20 07:31:36.877294,2024-09-20 07:58:55.495364,0 days 00:27:18.618070,6,False,False,False,,,,,,0.41000000000000003,220,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
163,163,0.6336617469787598,2024-09-20 07:38:25.844537,2024-09-20 08:04:33.908079,0 days 00:26:08.063542,6,False,False,False,,,,,,0.42,212,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
164,164,0.6290829181671143,2024-09-20 07:58:55.526964,2024-09-20 08:24:55.572565,0 days 00:26:00.045601,6,False,False,False,,,,,,0.42,210,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
165,165,0.6483391523361206,2024-09-20 08:04:33.932736,2024-09-20 08:29:47.999842,0 days 00:25:14.067106,6,False,False,False,,,,,,0.45,208,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
166,166,0.6106612086296082,2024-09-20 08:24:55.593738,2024-09-20 09:01:47.456041,0 days 00:36:51.862303,5,False,False,False,,,,,,0.45,222,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
167,167,0.6402470469474792,2024-09-20 08:29:48.015777,2024-09-20 08:49:22.342994,0 days 00:19:34.327217,5,False,False,False,,,,,,0.43,173,8.0,6.0,,,,,,3.0,5.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
168,168,0.6287959814071655,2024-09-20 08:49:22.355986,2024-09-20 09:11:38.408787,0 days 00:22:16.052801,6,False,False,False,,,,,,0.39,227,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
169,169,0.6163375973701477,2024-09-20 09:01:47.471823,2024-09-20 09:42:41.067966,0 days 00:40:53.596143,5,False,False,False,,,,,,0.45,226,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
170,170,0.5975462794303894,2024-09-20 09:11:38.431140,2024-09-20 09:51:33.213483,0 days 00:39:54.782343,5,False,False,False,,,,,,0.45,221,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
171,171,0.6421457529067993,2024-09-20 09:42:41.088748,2024-09-20 10:20:33.869327,0 days 00:37:52.780579,5,False,False,False,,,,,,0.45,221,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
172,172,0.6204850077629089,2024-09-20 09:51:33.229131,2024-09-20 10:28:27.533395,0 days 00:36:54.304264,5,False,False,False,,,,,,0.45,226,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
173,173,0.6287392377853394,2024-09-20 10:20:33.884645,2024-09-20 11:01:16.118043,0 days 00:40:42.233398,5,False,False,False,,,,,,0.46,228,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
174,174,0.609216034412384,2024-09-20 10:28:27.549468,2024-09-20 11:06:34.627164,0 days 00:38:07.077696,5,False,False,False,,,,,,0.46,229,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
175,175,0.6131064891815186,2024-09-20 11:01:16.133675,2024-09-20 11:42:39.487880,0 days 00:41:23.354205,5,False,False,False,,,,,,0.47000000000000003,232,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
176,176,0.6230530738830566,2024-09-20 11:06:34.650131,2024-09-20 11:53:37.887367,0 days 00:47:03.237236,5,False,False,False,,,,,,0.47000000000000003,229,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
177,177,0.6095679998397827,2024-09-20 11:42:39.503610,2024-09-20 12:23:24.304910,0 days 00:40:44.801300,5,False,False,False,,,,,,0.47000000000000003,232,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
178,178,0.6773128509521484,2024-09-20 11:53:37.918767,2024-09-20 12:17:48.905707,0 days 00:24:10.986940,5,False,False,False,,,,,,0.47000000000000003,230,8.0,6.0,,,,,,7.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
179,179,0.6048970818519592,2024-09-20 12:17:48.921329,2024-09-20 12:55:24.097579,0 days 00:37:35.176250,5,False,False,False,,,,,,0.47000000000000003,226,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
180,180,0.6283267140388489,2024-09-20 12:23:24.320729,2024-09-20 13:02:46.869582,0 days 00:39:22.548853,5,False,False,False,,,,,,0.47000000000000003,235,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
181,181,0.6205244064331055,2024-09-20 12:55:24.113219,2024-09-20 13:38:32.879191,0 days 00:43:08.765972,5,False,False,False,,,,,,0.48,222,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
182,182,0.59498131275177,2024-09-20 13:02:46.888312,2024-09-20 13:47:41.566510,0 days 00:44:54.678198,5,False,False,False,,,,,,0.48,222,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
183,183,0.6070600152015686,2024-09-20 13:38:32.894887,2024-09-20 14:24:08.733978,0 days 00:45:35.839091,5,False,False,False,,,,,,0.5,224,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
184,184,2.314615249633789,2024-09-20 13:47:41.582635,2024-09-20 13:54:04.666330,0 days 00:06:23.083695,5,False,False,False,,,,,,0.5,223,8.0,6.0,,,,,,3.0,3.0,,,,,,1,True,True,True,,,,,,3,1,,,COMPLETE
185,185,0.6249213218688965,2024-09-20 13:54:04.691258,2024-09-20 14:42:38.359044,0 days 00:48:33.667786,5,False,False,False,,,,,,0.49,224,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
186,186,0.6149234175682068,2024-09-20 14:24:08.757886,2024-09-20 15:13:02.877400,0 days 00:48:54.119514,5,False,False,False,,,,,,0.48,225,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
187,187,0.6216434836387634,2024-09-20 14:42:38.374739,2024-09-20 15:28:17.918959,0 days 00:45:39.544220,5,False,False,False,,,,,,0.48,213,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
188,188,0.5953961610794067,2024-09-20 15:13:02.898266,2024-09-20 16:04:31.649264,0 days 00:51:28.750998,5,False,False,False,,,,,,0.48,212,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
189,189,0.7698789834976196,2024-09-20 15:28:17.935053,2024-09-20 15:41:41.845758,0 days 00:13:23.910705,5,False,False,False,False,,,,,0.5,230,8.0,6.0,6.0,,,,,9.0,3.0,9.0,,,,,4,True,False,True,False,,,,,4,1,,,COMPLETE
190,190,0.7289729118347168,2024-09-20 15:41:41.861760,2024-09-20 15:52:46.990455,0 days 00:11:05.128695,5,False,False,True,,,,,,0.48,218,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
191,191,0.708932638168335,2024-09-20 15:52:47.006436,2024-09-20 16:10:21.631809,0 days 00:17:34.625373,5,False,False,False,,,,,,0.46,234,8.0,6.0,,,,,,3.0,11.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
192,192,0.6280390024185181,2024-09-20 16:04:31.649264,2024-09-20 16:54:54.910570,0 days 00:50:23.261306,5,False,False,False,,,,,,0.49,213,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
193,193,0.6064484119415283,2024-09-20 16:10:21.647492,2024-09-20 16:54:17.835797,0 days 00:43:56.188305,5,False,False,False,,,,,,0.49,212,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
194,194,0.6097674369812012,2024-09-20 16:54:17.867201,2024-09-20 17:46:01.948621,0 days 00:51:44.081420,5,False,False,False,,,,,,0.49,212,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
195,195,2.4442312717437744,2024-09-20 16:54:54.941831,2024-09-20 17:07:34.092099,0 days 00:12:39.150268,4,False,False,False,,,,,,0.5,195,8.0,6.0,,,,,,3.0,3.0,,,,,,0,True,True,True,,,,,,3,1,,,COMPLETE
196,196,0.6263848543167114,2024-09-20 17:07:34.108946,2024-09-20 18:05:36.591246,0 days 00:58:02.482300,5,False,False,False,,,,,,0.48,204,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
