,number,value,datetime_start,datetime_complete,duration,params_batchind,params_batchnormalization,params_batchnormalization0,params_batchnormalization1,params_batchnormalization2,params_batchnormalization3,params_batchnormalization4,params_batchnormalization5,params_batchnormalization6,params_dropout,params_epochs,params_filtersind0,params_filtersind1,params_filtersind2,params_filtersind3,params_filtersind4,params_filtersind5,params_filtersind6,params_kernel_size0,params_kernel_size1,params_kernel_size2,params_kernel_size3,params_kernel_size4,params_kernel_size5,params_kernel_size6,params_learnind,params_maxpooling,params_maxpooling0,params_maxpooling1,params_maxpooling2,params_maxpooling3,params_maxpooling4,params_maxpooling5,params_maxpooling6,params_n_conv_layers,params_n_dense_layers,params_num_hidden_neurons0,params_num_hidden_neurons1,state
27,27,0.8350693583488464,2024-09-19 09:06:53.875621,2024-09-19 09:17:42.947767,0 days 00:10:49.072146,8,True,False,False,True,True,True,True,,0.2,257,7.0,5.0,8.0,7.0,8.0,6.0,,5.0,7.0,5.0,9.0,5.0,7.0,,4,False,True,False,True,False,False,True,,7,2,29.0,,COMPLETE
28,28,1.1355172395706177,2024-09-19 09:07:16.662410,2024-09-19 09:28:08.267961,0 days 00:20:51.605551,8,False,False,False,True,False,True,True,True,0.01,173,7.0,5.0,8.0,7.0,8.0,6.0,5.0,5.0,7.0,5.0,9.0,3.0,3.0,7.0,5,False,True,False,True,False,True,False,True,8,2,29.0,,COMPLETE
29,29,0.9218897223472595,2024-09-19 09:17:42.966384,2024-09-19 10:06:48.182195,0 days 00:49:05.215811,9,False,False,False,True,False,False,,,0.03,166,8.0,5.0,5.0,6.0,8.0,,,5.0,9.0,7.0,5.0,11.0,,,5,False,True,False,False,False,True,,,6,3,56.0,15.0,COMPLETE
30,30,0.9549035429954529,2024-09-19 09:28:08.287418,2024-09-19 09:44:19.679466,0 days 00:16:11.392048,9,False,False,False,False,,,,,0.09,243,8.0,6.0,5.0,,,,,5.0,9.0,7.0,,,,,3,False,True,True,False,,,,,4,3,64.0,18.0,COMPLETE
31,31,0.9194489121437073,2024-09-19 09:44:19.687517,2024-09-19 11:05:15.937290,0 days 01:20:56.249773,10,False,False,False,True,True,,,,0.04,300,8.0,5.0,6.0,6.0,,,,5.0,3.0,7.0,5.0,,,,5,False,True,False,False,False,,,,5,3,46.0,18.0,COMPLETE
32,32,0.9035254716873169,2024-09-19 10:06:48.198515,2024-09-19 10:23:02.855553,0 days 00:16:14.657038,8,True,False,False,True,True,True,True,,0.21,256,7.0,5.0,8.0,8.0,8.0,5.0,,5.0,7.0,5.0,9.0,5.0,7.0,,4,False,True,False,True,False,False,True,,7,2,24.0,,COMPLETE
33,33,0.9841679930686951,2024-09-19 10:23:02.866523,2024-09-19 10:38:37.741895,0 days 00:15:34.875372,10,True,False,False,True,True,True,True,False,0.27,300,7.0,5.0,7.0,7.0,8.0,6.0,7.0,5.0,7.0,5.0,9.0,5.0,7.0,3.0,4,False,True,False,True,False,False,True,False,8,2,39.0,,COMPLETE
34,34,0.8995606303215027,2024-09-19 10:38:37.747178,2024-09-19 11:19:08.644046,0 days 00:40:30.896868,7,True,False,False,True,True,,,,0.19,214,7.0,5.0,6.0,7.0,,,,5.0,3.0,5.0,9.0,,,,5,False,True,False,True,False,,,,5,3,22.0,35.0,COMPLETE
35,35,0.8581120371818542,2024-09-19 11:05:15.957296,2024-09-19 11:14:09.888685,0 days 00:08:53.931389,8,True,False,False,True,True,True,,,0.18,278,7.0,5.0,8.0,7.0,8.0,,,5.0,7.0,5.0,9.0,5.0,,,4,False,True,False,True,False,False,,,6,2,23.0,,COMPLETE
36,36,0.9233421087265015,2024-09-19 11:14:09.909173,2024-09-19 11:21:24.600643,0 days 00:07:14.691470,8,True,False,False,False,True,False,True,,0.1,207,6.0,5.0,7.0,5.0,7.0,7.0,,9.0,3.0,5.0,7.0,9.0,5.0,,3,False,True,False,True,False,False,True,,7,2,78.0,,COMPLETE
37,37,0.7973940968513489,2024-09-19 11:19:08.662079,2024-09-19 12:00:33.957545,0 days 00:41:25.295466,8,True,True,False,False,True,False,True,,0.14,249,6.0,5.0,7.0,5.0,7.0,7.0,,9.0,5.0,11.0,11.0,9.0,5.0,,3,False,False,False,True,False,False,True,,7,2,79.0,,COMPLETE
38,38,1.0995715856552124,2024-09-19 11:21:24.610674,2024-09-19 11:57:10.923921,0 days 00:35:46.313247,10,True,True,True,False,True,False,False,True,0.25,282,8.0,5.0,6.0,8.0,8.0,6.0,7.0,5.0,5.0,11.0,3.0,5.0,11.0,5.0,2,False,False,False,True,True,False,True,True,8,2,9.0,,COMPLETE
39,39,1.076706886291504,2024-09-19 11:57:10.942254,2024-09-19 12:16:13.399088,0 days 00:19:02.456834,6,False,True,False,True,True,True,True,,0.15,252,7.0,8.0,7.0,5.0,7.0,7.0,,7.0,7.0,7.0,11.0,5.0,7.0,,3,True,False,True,True,False,False,False,,7,1,,,COMPLETE
40,40,1.2492527961730957,2024-09-19 12:00:33.957545,2024-09-19 12:07:03.367108,0 days 00:06:29.409563,6,False,True,False,False,True,False,,,0.07,193,6.0,8.0,7.0,5.0,7.0,,,9.0,5.0,11.0,11.0,9.0,,,3,True,False,True,True,False,False,,,6,1,,,COMPLETE
41,41,0.8507695198059082,2024-09-19 12:07:03.375661,2024-09-19 13:34:13.612000,0 days 01:27:10.236339,9,False,True,True,False,False,False,False,True,0.14,232,6.0,6.0,7.0,5.0,6.0,7.0,8.0,9.0,5.0,11.0,11.0,9.0,5.0,9.0,3,False,False,False,True,False,False,False,True,8,3,80.0,42.0,COMPLETE
42,42,0.9407106637954712,2024-09-19 12:16:13.418073,2024-09-19 12:59:33.262175,0 days 00:43:19.844102,8,True,True,False,False,True,False,True,True,0.14,229,6.0,5.0,8.0,5.0,8.0,7.0,8.0,9.0,5.0,11.0,11.0,9.0,5.0,9.0,4,False,False,False,True,False,False,True,True,8,2,83.0,,COMPLETE
43,43,0.8693884611129761,2024-09-19 12:59:33.262175,2024-09-19 13:33:17.739139,0 days 00:33:44.476964,9,True,True,True,False,True,False,True,,0.24,140,7.0,5.0,8.0,6.0,8.0,6.0,,3.0,5.0,11.0,5.0,9.0,5.0,,4,False,False,False,True,False,False,True,,7,2,38.0,,COMPLETE
44,44,2.043091297149658,2024-09-19 13:33:17.754796,2024-09-19 14:07:08.857934,0 days 00:33:51.103138,8,True,True,False,False,False,False,True,,0.11,273,6.0,5.0,7.0,5.0,6.0,8.0,,9.0,5.0,3.0,7.0,5.0,9.0,,2,False,False,False,True,False,False,True,,7,2,17.0,,COMPLETE
45,45,1.6291424036026,2024-09-19 13:34:13.627551,2024-09-19 14:07:56.104581,0 days 00:33:42.477030,8,True,True,False,False,True,False,True,,0.29,271,7.0,5.0,5.0,6.0,8.0,8.0,,3.0,9.0,3.0,7.0,5.0,7.0,,2,False,False,False,True,True,False,True,,7,2,16.0,,COMPLETE
46,46,2.4137134552001953,2024-09-19 14:07:08.867594,2024-09-19 14:20:46.848905,0 days 00:13:37.981311,7,True,True,False,True,True,True,,,0.28,251,7.0,5.0,5.0,7.0,8.0,,,3.0,9.0,7.0,5.0,3.0,,,1,False,False,False,True,True,False,,,6,2,12.0,,COMPLETE
47,47,1.014890432357788,2024-09-19 14:07:56.120324,2024-09-19 15:17:34.471823,0 days 01:09:38.351499,7,True,False,False,True,True,True,,,0.06,286,8.0,7.0,6.0,7.0,8.0,,,5.0,11.0,7.0,5.0,7.0,,,5,False,True,False,False,False,False,,,6,2,11.0,,COMPLETE
48,48,0.7633230090141296,2024-09-19 14:20:46.856950,2024-09-19 14:36:19.275417,0 days 00:15:32.418467,10,True,False,,,,,,,0.16,282,8.0,,,,,,,5.0,,,,,,,4,True,True,,,,,,,2,2,121.0,,COMPLETE
49,49,0.9403813481330872,2024-09-19 14:36:19.293870,2024-09-19 15:51:25.883191,0 days 01:15:06.589321,10,False,False,,,,,,,0.44,283,8.0,,,,,,,11.0,,,,,,,5,True,False,,,,,,,2,1,,,COMPLETE
50,50,1.1745127439498901,2024-09-19 15:17:34.479400,2024-09-19 15:40:21.136977,0 days 00:22:46.657577,10,False,False,,,,,,,0.16,89,8.0,,,,,,,11.0,,,,,,,5,True,False,,,,,,,2,1,,,COMPLETE
51,51,1.0179882049560547,2024-09-19 15:40:21.136977,2024-09-19 15:48:35.495385,0 days 00:08:14.358408,10,False,,,,,,,,0.1,287,,,,,,,,,,,,,,,3,True,,,,,,,,1,3,128.0,11.0,COMPLETE
52,52,0.7696192860603333,2024-09-19 15:48:35.517476,2024-09-19 15:56:47.941833,0 days 00:08:12.424357,10,True,False,,,,,,,0.2,247,8.0,,,,,,,5.0,,,,,,,4,True,True,,,,,,,2,2,95.0,,COMPLETE
53,53,0.7489672899246216,2024-09-19 15:51:25.905544,2024-09-19 15:58:40.022720,0 days 00:07:14.117176,9,True,False,False,,,,,,0.2,247,8.0,6.0,,,,,,5.0,3.0,,,,,,4,True,True,True,,,,,,3,2,107.0,,COMPLETE
54,54,0.8897961974143982,2024-09-19 15:56:47.948126,2024-09-19 16:01:34.953796,0 days 00:04:47.005670,10,True,False,True,,,,,,0.18,245,8.0,6.0,,,,,,5.0,3.0,,,,,,4,True,True,True,,,,,,3,2,91.0,,COMPLETE
55,55,0.8929195404052734,2024-09-19 15:58:40.038569,2024-09-19 16:03:41.249059,0 days 00:05:01.210490,10,True,False,True,,,,,,0.22,244,8.0,6.0,,,,,,5.0,3.0,,,,,,4,True,True,True,,,,,,3,2,99.0,,COMPLETE
56,56,0.7639071941375732,2024-09-19 16:01:34.973977,2024-09-19 16:07:42.619871,0 days 00:06:07.645894,10,True,False,,,,,,,0.23,224,8.0,,,,,,,5.0,,,,,,,4,True,True,,,,,,,2,2,109.0,,COMPLETE
57,57,0.8771495819091797,2024-09-19 16:03:41.255714,2024-09-19 16:06:19.577969,0 days 00:02:38.322255,9,True,False,,,,,,,0.17,220,8.0,,,,,,,5.0,,,,,,,3,True,True,,,,,,,2,2,110.0,,COMPLETE
58,58,0.9192847609519958,2024-09-19 16:06:19.591004,2024-09-19 17:16:28.861745,0 days 01:10:09.270741,4,True,,,,,,,,0.5,231,,,,,,,,,,,,,,,5,True,,,,,,,,1,2,67.0,,COMPLETE
59,59,1.0021603107452393,2024-09-19 16:07:42.635959,2024-09-19 16:15:44.165929,0 days 00:08:01.529970,10,True,,,,,,,,0.32,201,,,,,,,,,,,,,,,5,True,,,,,,,,1,2,128.0,,COMPLETE
60,60,27.061687469482422,2024-09-19 16:15:44.188524,2024-09-19 16:16:49.894457,0 days 00:01:05.705933,10,False,False,,,,,,,0.27,227,8.0,,,,,,,5.0,,,,,,,0,True,True,,,,,,,2,3,67.0,55.0,COMPLETE
61,61,0.7940930128097534,2024-09-19 16:16:49.906598,2024-09-19 16:21:20.485849,0 days 00:04:30.579251,4,True,False,True,,,,,,0.23,180,8.0,7.0,,,,,,5.0,3.0,,,,,,4,True,True,True,,,,,,3,2,104.0,,COMPLETE
62,62,0.8513467907905579,2024-09-19 16:21:20.501684,2024-09-19 16:24:30.648810,0 days 00:03:10.147126,5,True,False,True,,,,,,0.23,183,8.0,7.0,,,,,,5.0,3.0,,,,,,4,True,True,True,,,,,,3,2,107.0,,COMPLETE
63,63,0.7976710200309753,2024-09-19 16:24:30.664733,2024-09-19 16:28:31.831628,0 days 00:04:01.166895,4,True,False,True,False,,,,,0.2,150,8.0,7.0,5.0,,,,,5.0,3.0,9.0,,,,,4,True,True,True,True,,,,,4,2,95.0,,COMPLETE
64,64,0.9914973378181458,2024-09-19 16:28:31.849047,2024-09-19 16:31:38.106022,0 days 00:03:06.256975,5,True,False,,,,,,,0.25,270,8.0,,,,,,,5.0,,,,,,,4,True,True,,,,,,,2,2,118.0,,COMPLETE
65,65,0.9722704887390137,2024-09-19 16:31:38.121901,2024-09-19 16:42:55.439988,0 days 00:11:17.318087,9,True,,,,,,,,0.21,236,,,,,,,,,,,,,,,5,True,,,,,,,,1,2,53.0,,COMPLETE
66,66,1.0206314325332642,2024-09-19 16:42:55.455013,2024-09-19 16:46:44.304077,0 days 00:03:48.849064,5,True,False,True,,,,,,0.19,263,8.0,7.0,,,,,,5.0,3.0,,,,,,4,True,True,True,,,,,,3,2,70.0,,COMPLETE
67,67,0.8971877098083496,2024-09-19 16:46:44.311447,2024-09-19 16:54:55.148283,0 days 00:08:10.836836,10,True,False,,,,,,,0.23,120,8.0,,,,,,,5.0,,,,,,,5,True,True,,,,,,,2,1,,,COMPLETE
68,68,0.7950904965400696,2024-09-19 16:54:55.164337,2024-09-19 16:57:32.325916,0 days 00:02:37.161579,9,False,False,True,,,,,,0.26,223,8.0,7.0,,,,,,5.0,3.0,,,,,,4,True,True,True,,,,,,3,2,91.0,,COMPLETE
69,69,0.9183717966079712,2024-09-19 16:57:32.347592,2024-09-19 17:08:26.906811,0 days 00:10:54.559219,10,True,False,True,False,,,,,0.16,180,8.0,6.0,5.0,,,,,7.0,3.0,7.0,,,,,5,True,True,True,True,,,,,4,2,110.0,,COMPLETE
70,70,0.6971588730812073,2024-09-19 17:08:26.916120,2024-09-19 17:27:13.073343,0 days 00:18:46.157223,9,False,False,,,,,,,0.5,293,8.0,,,,,,,5.0,,,,,,,4,True,True,,,,,,,2,2,71.0,,COMPLETE
71,71,0.7647232413291931,2024-09-19 17:16:28.877336,2024-09-19 17:38:15.210289,0 days 00:21:46.332953,9,False,False,,,,,,,0.19,292,8.0,,,,,,,5.0,,,,,,,4,True,True,,,,,,,2,1,,,COMPLETE
72,72,0.7386246919631958,2024-09-19 17:27:13.073343,2024-09-19 17:45:32.812396,0 days 00:18:19.739053,9,False,False,,,,,,,0.39,292,8.0,,,,,,,5.0,,,,,,,4,True,True,,,,,,,2,2,101.0,,COMPLETE
73,73,0.7384507060050964,2024-09-19 17:38:15.227733,2024-09-19 18:10:40.700911,0 days 00:32:25.473178,9,False,False,,,,,,,0.39,292,8.0,,,,,,,5.0,,,,,,,4,True,True,,,,,,,2,1,,,COMPLETE
74,74,0.7302898168563843,2024-09-19 17:45:32.829173,2024-09-19 18:16:57.736963,0 days 00:31:24.907790,9,False,False,,,,,,,0.38,293,8.0,,,,,,,5.0,,,,,,,4,True,True,,,,,,,2,1,,,COMPLETE
75,75,0.7596330046653748,2024-09-19 18:10:40.700911,2024-09-19 18:31:14.298701,0 days 00:20:33.597790,9,False,False,,,,,,,0.38,295,8.0,,,,,,,5.0,,,,,,,4,True,True,,,,,,,2,1,,,COMPLETE
76,76,1.3426870107650757,2024-09-19 18:16:57.753353,2024-09-19 18:37:42.184579,0 days 00:20:44.431226,9,False,,,,,,,,0.38,296,,,,,,,,,,,,,,,5,True,,,,,,,,1,1,,,COMPLETE
77,77,0.9909560680389404,2024-09-19 18:31:14.318551,2024-09-19 18:35:36.705365,0 days 00:04:22.386814,9,False,,,,,,,,0.38,295,,,,,,,,,,,,,,,3,True,,,,,,,,1,1,,,COMPLETE
78,78,0.9913192391395569,2024-09-19 18:35:36.725125,2024-09-19 19:09:23.742260,0 days 00:33:47.017135,9,False,False,,,,,,,0.37,291,8.0,,,,,,,5.0,,,,,,,5,True,True,,,,,,,2,1,,,COMPLETE
79,79,0.6519482135772705,2024-09-19 18:37:42.206994,2024-09-19 19:12:52.285620,0 days 00:35:10.078626,9,False,False,False,,,,,,0.41000000000000003,276,8.0,6.0,,,,,,5.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
80,80,0.8024169206619263,2024-09-19 19:09:23.746598,2024-09-19 19:24:26.797571,0 days 00:15:03.050973,9,False,False,False,False,False,,,,0.42,277,8.0,6.0,5.0,8.0,,,,5.0,3.0,7.0,3.0,,,,4,True,True,True,True,,,,,5,1,,,COMPLETE
81,81,2.3052549362182617,2024-09-19 19:12:52.294403,2024-09-19 19:14:47.584929,0 days 00:01:55.290526,9,False,False,False,False,False,,,,0.42,272,8.0,6.0,5.0,8.0,,,,5.0,3.0,7.0,3.0,,,,1,True,True,True,True,,,,,5,1,,,COMPLETE
82,82,0.676740288734436,2024-09-19 19:14:47.600856,2024-09-19 19:50:10.646598,0 days 00:35:23.045742,9,False,False,False,,,,,,0.36,278,8.0,6.0,,,,,,5.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
83,83,0.6733575463294983,2024-09-19 19:24:26.812655,2024-09-19 19:57:53.833905,0 days 00:33:27.021250,9,False,False,False,,,,,,0.35000000000000003,263,8.0,6.0,,,,,,5.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
84,84,0.6710410118103027,2024-09-19 19:50:10.666561,2024-09-19 20:21:15.736517,0 days 00:31:05.069956,9,False,False,False,,,,,,0.35000000000000003,268,8.0,6.0,,,,,,5.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
85,85,0.6779343485832214,2024-09-19 19:57:53.843443,2024-09-19 20:28:58.743173,0 days 00:31:04.899730,9,False,False,False,,,,,,0.4,262,8.0,6.0,,,,,,5.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
86,86,0.6773654818534851,2024-09-19 20:21:15.752394,2024-09-19 20:55:00.532664,0 days 00:33:44.780270,9,False,False,False,,,,,,0.34,266,8.0,6.0,,,,,,5.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
87,87,0.7308875322341919,2024-09-19 20:28:58.759260,2024-09-19 20:53:57.568110,0 days 00:24:58.808850,9,False,False,False,False,,,,,0.36,260,8.0,6.0,5.0,,,,,5.0,3.0,9.0,,,,,4,True,True,True,False,,,,,4,1,,,COMPLETE
88,88,0.823097825050354,2024-09-19 20:53:57.583841,2024-09-19 20:57:07.507824,0 days 00:03:09.923983,9,False,False,False,False,,,,,0.35000000000000003,262,5.0,6.0,5.0,,,,,7.0,3.0,9.0,,,,,3,True,True,True,False,,,,,4,1,,,COMPLETE
89,89,0.8267620205879211,2024-09-19 20:55:00.541646,2024-09-19 21:01:34.434183,0 days 00:06:33.892537,9,False,False,False,,,,,,0.34,268,5.0,6.0,,,,,,11.0,3.0,,,,,,3,True,True,True,,,,,,3,1,,,COMPLETE
90,90,0.720055103302002,2024-09-19 20:57:07.523458,2024-09-19 21:18:26.262386,0 days 00:21:18.738928,8,False,False,False,,,,,,0.46,266,8.0,6.0,,,,,,11.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
91,91,0.6259761452674866,2024-09-19 21:01:34.452115,2024-09-19 21:48:52.801798,0 days 00:47:18.349683,8,False,False,False,,,,,,0.45,279,8.0,6.0,,,,,,3.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
92,92,0.7093712687492371,2024-09-19 21:18:26.280455,2024-09-19 21:38:30.331529,0 days 00:20:04.051074,8,False,False,False,,,,,,0.45,279,8.0,6.0,,,,,,11.0,3.0,,,,,,4,True,True,True,,,,,,3,1,,,COMPLETE
