"","iteration","instance","configuration","time","bound"
"724",15,13,307,119.614971160889,NA
"725",15,13,308,243.82781791687,NA
"726",15,13,309,314.706677436829,NA
"727",16,17,49,1068.05785799026,NA
"728",16,17,31,286.9996073246,NA
"729",16,17,5,795.256793260574,NA
"730",16,17,17,484.200293302536,NA
"731",16,17,16,244.740887880325,NA
"732",16,17,8,125.189870595932,NA
"733",16,17,1,540.020174264908,NA
"734",16,17,310,765.200477361679,NA
"735",16,17,311,451.361634969711,NA
"736",16,17,312,101.506986379623,NA
"737",16,3,310,827.869500637054,NA
"738",16,3,311,824.17354798317,NA
"739",16,3,312,111.948971986771,NA
"740",17,18,49,1129.96059989929,NA
"741",17,18,31,311.484650850296,NA
"742",17,18,5,993.098894119263,NA
"743",17,18,17,465.026777267456,NA
"744",17,18,16,246.322467327118,NA
"745",17,18,8,152.935728549957,NA
"746",17,18,1,549.755919456482,NA
"747",17,18,313,151.956190109253,NA
"748",17,18,314,35.7752668857574,NA
"749",17,18,315,1059.23580646515,NA
"750",17,1,313,171.102015018463,NA
"751",17,1,314,41.5038967132568,NA
"752",17,1,315,523.661677598953,NA
"753",17,3,313,132.611412286758,NA
"754",17,3,314,50.8767147064209,NA
"755",17,3,315,718.753535032272,NA
"756",18,19,49,1426.04928517342,NA
"757",18,19,31,422.595146894455,NA
"758",18,19,5,1303.51289248466,NA
"759",18,19,17,549.809170722961,NA
"760",18,19,16,183.096508741379,NA
"761",18,19,8,120.154895305634,NA
"762",18,19,1,482.283970117569,NA
"763",18,19,316,539.435195207596,NA
"764",18,19,317,342.662598133087,NA
"765",18,4,316,634.123109340668,NA
"766",18,4,317,552.628433227539,NA
"767",19,20,49,1441.02827787399,NA
"768",19,20,31,396.567424058914,NA
"769",19,20,5,1043.83505439758,NA
"770",19,20,17,592.875890493393,NA
"771",19,20,16,241.917031288147,NA
"772",19,20,8,104.447573184967,NA
"773",19,20,1,349.033905267715,NA
"774",19,20,318,341.53799700737,NA
"775",19,14,318,340.766552209854,NA
"776",19,16,318,341.464642524719,NA
