"","iteration","instance","configuration","time","bound"
"566",10,3,239,256.079220056534,NA
"567",10,3,240,114.530879974365,NA
"568",10,3,241,192.185895442963,NA
"569",10,3,242,354.023936510086,NA
"570",10,3,243,109.670614004135,NA
"571",10,3,244,252.111771345139,NA
"572",10,3,245,243.718479633331,NA
"573",10,3,246,170.698028326035,NA
"574",10,3,247,100.780464887619,NA
"575",10,3,248,411.450938940048,NA
"576",10,3,249,1719.49090695381,NA
"577",10,3,250,1633.86225223541,NA
"578",10,3,251,280.377148866653,NA
"579",10,3,252,191.477202177048,NA
"580",10,3,253,139.467163085938,NA
"581",10,3,254,198.842806100845,NA
"582",10,3,255,258.447561740875,NA
"583",10,3,256,156.110539674759,NA
"584",10,3,257,48.6651945114136,NA
"585",10,3,258,85.6925024986267,NA
"586",10,3,259,706.299671649933,NA
"587",11,12,31,429.684981107712,NA
"588",11,12,5,1117.83609604836,NA
"589",11,12,17,426.848062515259,NA
"590",11,12,16,186.748212099075,NA
"591",11,12,8,180.596415281296,NA
"592",11,12,1,574.803793430328,NA
"593",11,12,49,1477.90969872475,NA
"594",11,12,260,54.9349908828735,NA
"595",11,12,261,90.001353263855,NA
"596",11,12,262,273.184343576431,NA
"597",11,12,263,62.0179028511047,NA
"598",11,12,264,72.2861368656158,NA
"599",11,12,265,221.612664699554,NA
"600",11,12,266,669.794921636581,NA
"601",11,12,267,875.723888158798,NA
"602",11,12,268,722.909127473831,NA
"603",11,12,269,279.478423595428,NA
"604",11,12,270,325.73265171051,NA
"605",11,12,271,680.142055511475,NA
"606",11,12,272,426.739519834518,NA
"607",11,12,273,802.13912153244,NA
"608",11,12,274,489.719848632812,NA
"609",11,12,275,393.428993940353,NA
"610",11,12,276,415.932855367661,NA
"611",11,4,49,1213.23142313957,NA
"612",11,4,260,41.0560173988342,NA
"613",11,4,261,75.4530622959137,NA
"614",11,4,262,145.313429832458,NA
"615",11,4,263,52.9642059803009,NA
"616",11,4,264,81.5907421112061,NA
"617",11,4,265,338.626134157181,NA
"618",11,4,266,723.891373157501,NA
"619",11,4,267,601.117133140564,NA
"620",11,4,268,593.029601812363,NA
"621",11,4,269,227.560704469681,NA
"622",11,4,270,409.901712417603,NA
"623",11,4,271,815.811187505722,NA
"624",11,4,272,562.827537298203,NA
"625",11,4,273,882.453215360641,NA
"626",11,4,274,861.060551166534,NA
"627",11,4,275,392.890472173691,NA
"628",11,4,276,415.902837753296,NA
"629",11,11,271,823.200958967209,NA
"630",11,11,272,830.726298570633,NA
"631",11,11,275,428.56242275238,NA
"632",12,13,49,971.455420255661,NA
"633",12,13,31,325.963166475296,NA
"634",12,13,5,1219.81909751892,NA
"635",12,13,17,546.389714479446,NA
"636",12,13,16,282.885196447372,NA
"637",12,13,8,148.869728803635,NA
"638",12,13,1,526.833663702011,NA
"639",12,13,277,120.926814317703,NA
"640",12,13,278,612.446399927139,NA
"641",12,13,279,1093.82069659233,NA
"642",12,13,280,390.14343047142,NA
"643",12,13,281,831.23277425766,NA
"644",12,13,282,198.907125234604,NA
"645",12,13,283,49.9029004573822,NA
"646",12,13,284,250.768012523651,NA
"647",12,13,285,282.141938447952,NA
"648",12,13,286,512.6515417099,NA
"649",12,13,287,61.3540346622467,NA
"650",12,13,288,457.00320482254,NA
"651",12,6,277,125.601544618607,NA
"652",12,6,278,686.789183855057,NA
"653",12,6,279,1072.76631236076,NA
"654",12,6,280,272.4458527565,NA
"655",12,6,281,733.459314107895,NA
"656",12,6,282,195.833045005798,NA
"657",12,6,283,56.4143297672272,NA
"658",12,6,284,242.593410015106,NA
"659",12,6,285,396.814953804016,NA
"660",12,6,286,461.00875544548,NA
"661",12,6,287,45.4353406429291,NA
"662",12,6,288,423.592367649078,NA
"663",13,14,49,841.650188684464,NA
"664",13,14,31,353.877251386642,NA
"665",13,14,5,876.014020681381,NA
"666",13,14,17,377.381784915924,NA
"667",13,14,16,253.103799581528,NA
"668",13,14,8,149.661131858826,NA
"669",13,14,1,526.580830812454,NA
"670",13,14,289,960.159149646759,NA
"671",13,14,290,113.881007909775,NA
"672",13,14,291,119.06346654892,NA
"673",13,14,292,1695.47299170494,NA
"674",13,14,293,1080.47477817535,NA
"675",13,14,294,1029.26497030258,NA
"676",13,14,295,157.422185182571,NA
"677",13,14,296,461.159035205841,NA
"678",13,14,297,658.228880643845,NA
"679",13,1,289,558.822084188461,NA
"680",13,1,290,112.291621208191,NA
"681",13,1,291,109.035085916519,NA
"682",13,1,292,2263.39740824699,NA
"683",13,1,293,842.952633619308,NA
"684",13,1,294,1031.31395888329,NA
"685",13,1,295,266.180623054504,NA
"686",13,1,296,284.882470607758,NA
"687",13,1,297,376.097658872604,NA
"688",13,13,289,316.790192842484,NA
"689",14,15,49,1141.67308402061,NA
"690",14,15,31,391.888163328171,NA
"691",14,15,5,987.038541316986,NA
"692",14,15,17,422.604017019272,NA
"693",14,15,16,281.704660892487,NA
"694",14,15,8,128.582361936569,NA
"695",14,15,1,538.523178815842,NA
"696",14,15,298,1830.70616817474,NA
"697",14,15,299,152.81184720993,NA
"698",14,15,300,791.567012786865,NA
"699",14,15,301,117.936904668808,NA
"700",14,15,302,1314.14456009865,NA
"701",14,15,303,335.889326810837,NA
"702",14,15,304,449.41898226738,NA
"703",14,4,298,1648.77743220329,NA
"704",14,4,299,128.783326864243,NA
"705",14,4,300,700.479315280914,NA
"706",14,4,301,124.857354164124,NA
"707",14,4,302,865.845947742462,NA
"708",14,4,303,387.774376869202,NA
"709",14,4,304,426.477114677429,NA
"710",15,16,49,1057.20786905289,NA
"711",15,16,31,272.551166296005,NA
"712",15,16,5,808.322591543198,NA
"713",15,16,17,561.471262216568,NA
"714",15,16,16,302.112519264221,NA
"715",15,16,8,147.368508577347,NA
"716",15,16,1,542.274206876755,NA
"717",15,16,305,590.584891080856,NA
"718",15,16,306,271.802670955658,NA
"719",15,16,307,76.6309194564819,NA
"720",15,16,308,131.43417930603,NA
"721",15,16,309,213.520987033844,NA
"722",15,13,305,286.547448396683,NA
"723",15,13,306,227.367901086807,NA
